1,0.68946,0.26921,-0.12957,0.0089616,-0.15253,0.4678,-0.0086833,0.046174,-0.15087,0.59687,-0.13609,0.45047,-0.15383,-0.13326,-0.25101,0.52488,0.38348,0.47974,0.41149,-0.06869,-0.1949,-0.15238,-0.45515,-0.32787,-0.43067,-0.23513,-0.19429,0.10142,-0.0095681,-0.28791,-0.34342,-0.10051,-0.052359,-0.36247,-0.55983,0.15943,0.14996,0.040155,0.10531,0.12613,0.14842,-0.31611,-0.45981,-0.078389,-0.18731,-0.24807,-0.18297,0.3059,0.2232,-0.054513,-0.171,0.053796,0.094741,0.32505,0.25317,0.7476,0.63902,0.40189,0.23606,0.53774,0.085531,0.41175,0.25301,-0.0087042,-0.08613,-0.22353,-0.31645,-0.26015,-0.14415,-0.19037,-0.09115,0.06161,0.0062097,0.1416,0.10662,-0.038473,-0.062614,-0.081216,-0.11298,0.0064408,0.040753,-0.041352,0.12527,-0.27427,-0.13966,0.050022,0.24601,0.13347,-0.079177
0.68946,1,0.01573,0.13958,0.10124,0.12328,0.22105,0.32537,0.16679,0.16365,0.2544,0.21848,0.24823,0.15078,0.037839,0.026434,0.57961,0.55951,0.3967,0.43676,-0.0063371,-0.12369,-0.24341,-0.285,-0.33958,-0.38412,-0.14572,-0.075957,0.15472,0.18266,-0.31742,-0.32415,0.032677,0.18627,-0.41326,-0.45986,0.24355,0.25019,0.081465,0.1308,0.30415,0.29421,-0.28564,-0.55737,-0.12745,-0.17525,-0.31928,-0.30233,0.18024,0.19518,-0.25753,-0.075609,0.017962,0.018301,0.19891,0.18597,0.64148,0.71824,0.20958,0.23939,0.32743,0.34168,0.38221,0.61158,-0.23237,-0.02889,-0.26088,-0.20667,-0.33786,-0.26462,-0.26023,-0.19462,0.21634,0.17642,0.27389,0.31639,0.035258,0.081761,-0.07547,-0.11878,0.050693,0.37714,0.020629,0.41503,-0.34617,0.028516,0.060695,0.24052,0.069194,0.0076557
0.26921,0.01573,1,0.071946,0.11558,-0.15026,0.5611,-0.29599,-0.1344,-0.34061,0.2656,-0.4246,0.060518,-0.44975,-0.025848,-0.2125,-0.099491,-0.23055,0.42204,0.011841,-0.11867,-0.26363,0.74332,0.095863,0.12749,-0.073897,0.047227,0.018744,-0.17038,-0.35995,-0.02164,-0.094539,-0.015487,-0.31972,0.24376,0.05699,0.0089984,-0.085292,-0.032935,-0.058539,-0.076628,-0.13934,0.11857,0.054808,0.11749,-0.090278,0.016665,0.087118,0.12529,0.00023372,0.19728,-0.024554,0.053461,0.17278,0.2045,0.11361,0.049598,0.17879,0.32829,0.044501,0.34244,-0.23427,0.064749,-0.33677,0.52066,-0.0097727,0.21484,-0.1016,0.1191,0.14101,0.064073,-0.010356,-0.054629,-0.21515,-0.070546,-0.1451,0.017105,-0.11253,-0.14726,-0.08509,-0.24162,-0.3999,-0.05899,-0.31064,0.21769,0.017266,0.032843,0.14279,0.19106,0.074923
-0.12957,0.13958,0.071946,1,0.14039,0.21966,-0.226,0.68267,0.020096,0.19921,-0.23978,0.44585,-0.29458,0.22617,0.16517,0.39258,-0.11341,0.012947,-0.12352,0.27237,-0.014682,-0.041882,0.10066,0.62034,-0.13557,0.027537,-0.064703,0.030642,-0.029995,0.098509,0.10482,0.17449,0.25952,0.34754,-0.1664,0.208,-0.043607,0.078741,-0.0588,-0.040355,0.079943,0.06697,0.018929,-0.061149,0.028518,0.21054,-0.28926,-0.25062,0.093549,0.078177,-0.14556,0.1958,-0.12349,-0.16869,-0.035932,-0.011257,0.054,0.15205,0.10119,0.31118,-0.084319,0.56208,0.26389,0.36148,-0.090573,0.23485,0.1017,0.4133,-0.00060949,0.021674,-0.20395,-0.2229,-0.14552,-0.10162,-0.1574,-0.15964,-0.21126,-0.077189,0.018941,-0.07899,-0.039195,0.099913,0.10512,0.32971,0.03018,0.24293,0.078886,0.21597,0.00031365,0.20225
0.0089616,0.10124,0.11558,0.14039,1,0.82062,0.068908,-0.022678,0.8185,0.68835,-0.19478,-0.16088,-0.035981,-0.24222,0.54322,0.48744,-0.025926,-0.1465,0.014218,0.016106,0.1255,0.12376,0.080687,0.13735,0.068039,-0.015764,0.66167,0.66314,-0.23849,-0.14375,-0.20498,-0.16819,0.021017,-0.00012246,0.070707,0.10701,0.21595,0.31955,0.14537,0.24073,0.24923,0.24576,0.15165,-0.058641,0.053431,-0.029373,0.1237,0.16545,0.086948,-0.0042339,0.011891,-0.070205,0.32108,0.11012,0.34779,0.44208,0.10887,0.13914,0.23313,0.28322,0.21939,0.15254,-0.056913,-0.032835,0.095447,0.045223,0.2979,0.16436,-0.057688,-0.18811,-0.24555,-0.094033,-0.024634,-0.054717,0.14456,0.1506,-0.10301,-0.0079167,-0.19558,-0.26635,-0.15607,-0.021042,0.12215,0.28431,0.18356,0.27703,0.060632,0.26636,0.3233,0.40581
-0.15253,0.12328,-0.15026,0.21966,0.82062,1,-0.10514,0.16192,0.80302,0.89654,-0.31365,0.08711,-0.064243,0.0088673,0.62392,0.65408,-0.070235,-0.1299,-0.075097,-0.1172,0.20102,0.21148,-0.021777,0.18941,0.039468,0.0062791,0.67813,0.74906,-0.26385,-0.083334,-0.23832,-0.17842,0.005727,0.059851,0.059546,0.16797,0.26225,0.37888,0.22382,0.33907,0.37374,0.35222,0.13371,-0.12682,-0.0099715,-0.065935,0.04963,0.084055,-0.088748,-0.027592,-0.072028,0.0095304,0.23625,0.022711,0.25253,0.41561,-0.046318,0.085942,0.059256,0.24911,0.096681,0.26018,-0.094801,0.097032,-0.025573,0.162,0.28195,0.23543,-0.1235,-0.26915,-0.22714,-0.1361,0.0058573,-0.031776,0.21418,0.21925,-0.10276,-0.011712,-0.22914,-0.33181,-0.20674,0.049058,0.19238,0.41816,0.21742,0.38119,0.12891,0.26178,0.3316,0.54649
0.4678,0.22105,0.5611,-0.226,0.068908,-0.10514,1,-0.062143,0.051885,-0.15192,0.51322,-0.20432,0.55524,-0.21606,-0.097932,-0.35743,0.20696,-0.052375,0.48685,0.11988,-0.094967,-0.21064,0.26575,-0.25717,-0.09327,-0.26968,-0.02434,-0.10574,0.045141,-0.23944,-0.02828,-0.15267,0.091632,-0.10698,-0.013313,-0.25907,-0.0279,-0.037434,-0.17659,-0.1434,-0.14296,-0.23445,-0.052466,-0.13949,0.096085,-0.14349,-0.098685,-0.10297,0.14172,0.13173,0.2041,-0.037642,-0.0030203,0.15408,0.20391,0.074439,0.13266,0.15783,0.27978,-0.019831,0.65371,-0.10352,0.13297,-0.056946,0.2794,-0.05264,-0.00039406,-0.27487,-0.0071433,0.058692,-0.018087,-0.036728,0.0001753,-0.12522,0.029419,-0.0076062,0.018447,-0.12913,-0.02456,-0.048998,-0.15487,-0.2658,-0.21836,-0.30652,-0.13642,-0.21327,-0.2045,-0.11702,0.25323,-0.045125
-0.0086833,0.32537,-0.29599,0.68267,-0.022678,0.16192,-0.062143,1,0.082105,0.35161,-0.16516,0.6522,-0.091025,0.46403,0.11103,0.35802,0.066404,0.19598,-0.14982,0.28768,0.013408,-0.0014529,-0.36004,0.27098,-0.27032,-0.078582,-0.2172,-0.18376,0.1348,0.30535,0.042801,0.094023,0.28093,0.51035,-0.45819,-0.14228,-0.046406,0.09573,-0.08737,-0.097707,0.049624,0.053463,-0.19134,-0.25095,-0.12791,0.15882,-0.30102,-0.31975,0.033964,0.14949,-0.30558,0.13369,-0.16211,-0.15203,-0.088798,-0.047075,0.093149,0.19031,-0.050753,0.24546,0.042871,0.74277,0.17897,0.62507,-0.40942,0.20733,-0.22967,0.18707,-0.16654,-0.087316,-0.21468,-0.1527,0.028006,0.098703,-0.026531,0.012329,-0.1317,0.0054548,0.036689,-0.028223,0.025739,0.24862,0.013709,0.40174,-0.40275,0.058187,-0.059542,0.0073439,-0.092367,0.028384
0.046174,0.16679,-0.1344,0.020096,0.8185,0.80302,0.051885,0.082105,1,0.82511,-0.16436,-0.063682,0.17434,-0.10989,0.66237,0.52491,0.11345,0.053623,-0.0067561,0.036558,0.076059,0.14156,-0.20949,-0.045752,-0.1221,-0.14319,0.51668,0.53543,-0.10642,-0.018418,-0.29497,-0.23872,0.048458,0.14041,-0.10143,-0.084239,0.31385,0.44144,0.16091,0.30738,0.3019,0.33911,0.047225,-0.24371,-0.18494,-0.25436,0.21163,0.16076,-0.19388,-0.18332,-0.23839,-0.25503,0.29868,-0.027752,0.35198,0.4876,0.17987,0.10669,-0.0027401,0.12777,0.12994,0.14505,-0.002504,0.11417,-0.1688,-0.10139,0.060629,0.051835,-0.1784,-0.31622,-0.30014,-0.14467,0.049292,0.08028,0.28862,0.30767,-0.12796,-0.050774,-0.22234,-0.26657,-0.084601,0.15358,0.049151,0.35568,0.020688,0.11492,0.0016689,0.16478,0.38497,0.32459
-0.15087,0.16365,-0.34061,0.19921,0.68835,0.89654,-0.15192,0.35161,0.82511,1,-0.33325,0.23823,-0.0027439,0.14965,0.65594,0.7325,0.04053,0.02486,-0.14249,-0.063212,0.25684,0.31213,-0.27098,0.12087,-0.035644,0.011658,0.55955,0.59752,-0.079801,0.12062,-0.19874,-0.12594,0.067327,0.2111,-0.13835,0.0052933,0.245,0.37768,0.18816,0.28212,0.34417,0.37295,0.032149,-0.19659,-0.173,-0.13191,0.092545,0.048537,-0.17733,-0.088573,-0.2234,-0.080965,0.19998,-0.048449,0.16821,0.35842,0.017477,0.081247,-0.084881,0.17013,0.025109,0.36253,-0.053911,0.25248,-0.27608,0.059568,0.065385,0.14302,-0.15934,-0.32357,-0.20002,-0.1075,0.11848,0.14769,0.23519,0.29899,-0.067223,0.032114,-0.16802,-0.2382,-0.065697,0.2312,0.16203,0.50282,-0.0055339,0.2539,0.056226,0.14688,0.22838,0.39839
