1,0.43586,0.033734,-0.14513,-0.29262,-0.32545,-0.15803,-0.1993,-0.12344,-0.39186,0.34525,0.32751,0.07193,-0.12813,-0.074722,-0.21705,0.42967,0.32682,0.50325,0.6503,-0.20979,-0.046763,-0.17311,-0.21278,-0.29399,-0.44543,-0.17631,-0.23902,0.36523,0.22209,-0.035312,-0.11917,0.19659,0.36542,-0.30358,-0.20576,-0.16527,-0.18001,-0.17989,-0.15797,-0.036762,0.11171,-0.3691,-0.31306,-0.14119,-0.23065,-0.20844,-0.15532,-0.018308,-0.27575,-0.31268,-0.036418,-0.26142,-0.28358,-0.21484,-0.079202,0.72004,0.56308,0.098828,-0.29755,-0.24529,-0.30603,0.4902,0.57422,-0.41561,-0.48251,-0.26491,-0.024852,0.16745,0.37809,0.11364,0.11987,0.23631,0.36227,0.069948,0.0096953,0.22583,0.19552,0.32805,0.014835,0.38466,0.14132,-0.090666,-0.0049082,-0.095397,-0.51213,-0.12425,-0.13893,-0.30643,-0.51439
0.43586,1,0.040496,0.33132,-0.13647,-0.1129,-0.033524,0.16663,-0.12558,-0.14187,-0.056566,0.17008,-0.17187,-0.15262,-0.16583,-0.096846,0.12206,0.25279,0.085401,0.50463,-0.050158,0.072186,-0.056614,-0.0032999,-0.081302,-0.27393,-0.06495,-0.1071,0.10062,0.11761,-0.16649,-0.089164,-0.18737,0.019342,-0.14929,-0.10982,0.05779,0.036059,0.015733,0.14109,0.05983,0.15176,-0.16143,-0.052622,0.09841,0.088336,0.14365,-0.003465,0.22346,0.091361,0.10536,0.25432,-0.13318,-0.19676,0.057186,0.19337,0.31458,0.77037,0.12941,0.11291,-0.22547,-0.028344,-0.030938,0.19801,-0.20348,-0.086227,-0.043586,0.10984,0.03059,0.19213,0.036727,0.2892,0.18633,0.22105,0.041498,0.11064,0.13406,0.23262,0.059827,-0.069211,-0.019819,0.08238,0.018784,0.1033,-0.22969,-0.29266,-0.14826,-0.19541,-0.34844,-0.26831
0.033734,0.040496,1,0.039699,0.37668,-0.23775,0.43164,-0.24245,-0.02857,0.10926,-0.089353,-0.38546,0.20354,0.11885,0.53994,0.46256,-0.041921,0.046998,0.23904,0.017713,-0.093845,-0.17208,0.81051,0.65395,0.34467,-0.076769,0.20277,-0.093763,-0.2308,-0.15463,0.11786,0.019861,0.35876,-0.0072655,0.39892,0.17364,0.18808,0.12958,-0.011366,0.050039,0.17034,0.14834,0.34539,0.19289,0.22474,-0.071088,0.063033,-0.046478,-0.035708,-0.091195,-0.062161,-0.08436,0.024626,0.09937,0.036866,0.13906,0.055021,-0.18612,-0.10238,-0.13672,-0.013768,-0.27951,-0.018634,-0.20108,0.53027,0.20287,0.23605,-0.14134,0.1972,0.11017,0.174,0.035507,0.067986,-0.073995,0.023688,0.093672,0.15451,0.022779,-0.0023933,-0.049853,-0.057767,-0.064665,0.0077966,-0.0077418,0.30161,0.14849,0.21546,0.27717,0.12035,0.14382
-0.14513,0.33132,0.039699,1,0.029055,0.32801,0.38989,0.69249,0.010744,0.35101,-0.18866,0.081813,-0.1834,0.33534,-0.2166,0.13375,-0.2177,-0.21791,-0.3287,-0.07182,-0.015106,-0.0073704,0.30167,0.52434,0.18288,0.25781,0.053471,0.021081,-0.23036,-0.077261,0.021756,0.35348,-0.31512,-0.080494,-0.04815,-0.014353,-0.040346,0.029656,-0.031839,0.08725,0.023566,-0.021597,0.022652,0.044379,0.040825,0.073985,0.061635,-0.21504,0.12135,0.29815,0.13876,0.08173,-0.17106,-0.13184,-0.020248,0.062223,-0.31229,0.17675,-0.043613,0.47768,0.032007,0.53746,-0.45369,-0.23075,0.15638,0.6084,0.092888,0.16853,-0.24786,-0.33417,-0.036995,0.20721,-0.072195,-0.18229,-0.10509,-0.016096,-0.15627,0.039157,-0.20434,-0.13667,-0.42991,-0.22587,-0.098772,-0.10735,-0.31202,0.34593,-0.086629,-0.010686,-0.14525,0.18956
-0.29262,-0.13647,0.37668,0.029055,1,0.37118,0.05022,-0.21845,0.34511,0.44648,-0.3925,-0.47133,-0.28046,-0.047795,0.2864,0.38368,-0.11854,0.10753,-0.27956,-0.29606,0.15555,0.010031,0.54569,0.41856,0.71118,0.61336,0.37422,0.21121,-0.28427,-0.14314,0.16475,0.1419,0.14647,-0.1446,0.516,0.27678,0.15628,0.25623,0.10515,0.12951,0.3075,-0.033788,0.44015,0.35332,0.31586,0.069805,0.13324,0.082216,0.094411,0.27275,0.41618,0.21063,-0.034194,0.1393,-0.034624,0.085782,-0.14764,-0.28966,-0.28632,-0.003121,-0.1196,-0.12265,-0.33267,-0.37965,0.61987,0.42537,0.29385,-0.046478,-0.073616,-0.10787,0.098175,-0.095442,-0.1771,-0.16717,-0.11009,0.061381,-0.068098,-0.022155,-0.03796,0.14775,-0.022693,0.01515,0.070232,-0.00052888,0.18393,0.37987,0.14697,0.17294,0.016296,0.32069
-0.32545,-0.1129,-0.23775,0.32801,0.37118,1,-0.015442,0.41501,0.56369,0.7418,-0.040217,0.15943,-0.057655,0.32431,0.062512,0.3582,-0.24649,-0.22406,-0.35493,-0.26035,0.12966,0.12945,-0.01432,0.1071,0.054459,0.54836,0.17467,0.40966,-0.15633,0.075786,-0.16879,0.014836,-0.33062,-0.27877,-0.093122,-0.031186,0.070309,0.24076,0.13829,0.19093,0.0059016,0.0084349,-0.052359,0.050037,-0.10723,-0.043466,0.18304,0.0061487,0.10456,0.18996,0.25988,0.01616,-0.012372,0.0085685,0.0062795,0.055419,-0.26739,-0.031036,-0.13206,0.22318,0.10205,0.43991,-0.26046,-0.096053,-0.017978,0.2505,-0.079549,0.04994,-0.17704,-0.34076,-0.2128,-0.095327,-0.086683,-0.10186,-0.0083079,0.1899,-0.17746,-0.020816,-0.1454,0.018487,-0.12588,0.098581,0.14987,0.092255,-0.011144,0.45181,-0.031224,-0.031548,-0.019372,0.36002
-0.15803,-0.033524,0.43164,0.38989,0.05022,-0.015442,1,0.47755,0.18593,0.18744,0.17883,-0.060464,0.3906,0.31256,0.32266,0.070985,-0.27944,-0.36937,-0.0035871,-0.1892,-0.077968,-0.11391,0.33463,0.28291,0.07335,-0.084935,0.07951,-0.093097,-0.23035,-0.26772,0.015747,0.048944,-0.12448,-0.34034,-0.0015306,-0.15089,0.13359,0.081368,-0.046202,0.0049352,0.026907,0.01661,0.33422,0.26151,0.013127,0.057068,0.037379,-0.12931,-0.0028016,0.13424,0.032732,-0.21478,0.094462,0.10321,0.077874,0.10219,-0.18498,-0.14085,0.25071,0.35443,0.61759,0.35389,-0.28173,-0.41035,0.40261,0.3004,0.097544,-0.24096,0.083387,-0.21433,0.10291,0.051363,0.055242,-0.25024,0.067685,0.010531,0.017898,-0.056616,-0.27333,-0.2567,-0.45415,-0.35875,-0.13703,-0.19934,-0.11691,0.1502,0.23963,0.084901,0.31426,0.30065
-0.1993,0.16663,-0.24245,0.69249,-0.21845,0.41501,0.47755,1,0.24122,0.47487,0.22791,0.43962,0.17751,0.60627,-0.081748,-0.051588,-0.28513,-0.40601,-0.31531,-0.1691,0.0031017,0.013059,-0.070308,0.12247,-0.16624,0.11541,-0.14988,-0.012637,-0.10484,-0.049736,-0.081647,0.15425,-0.55969,-0.31689,-0.32637,-0.30551,-0.042608,0.0027854,-0.050505,-0.0062353,-0.11355,-0.072612,0.058193,0.14773,-0.092615,0.16355,0.031035,-0.17141,0.21945,0.3001,0.12013,-0.16568,-0.076331,-0.13356,-0.037102,-0.063383,-0.35561,0.23051,0.17587,0.654,0.49363,0.85711,-0.44023,-0.18251,-0.036666,0.35557,-0.13511,-0.02196,-0.21653,-0.41254,-0.037072,0.18248,-0.028899,-0.18332,-0.058341,-0.060237,-0.15031,0.012219,-0.25974,-0.16283,-0.41516,-0.22912,-0.079871,-0.15348,-0.35048,0.23235,0.0050728,-0.090758,0.042201,0.22689
-0.12344,-0.12558,-0.02857,0.010744,0.34511,0.56369,0.18593,0.24122,1,0.59245,0.3135,0.22584,0.35472,0.37556,0.41721,0.26697,-0.081413,-0.11207,-0.012771,-0.10894,-0.11014,-0.15612,-0.031245,-0.047046,-0.22584,0.22634,-0.19841,-0.046602,0.053605,0.15046,-0.1314,-0.18382,-0.35134,-0.34149,-0.32974,-0.28624,-0.14161,0.016243,-0.09513,-0.13304,-0.15156,-0.15724,-0.012751,0.14414,-0.30724,-0.1217,0.10211,0.086145,0.12831,-0.039606,0.037719,-0.15395,0.08175,0.12064,-0.11866,-0.045533,-0.080003,0.085592,-0.024887,-0.019242,0.21356,0.2039,-0.024127,0.10027,-0.17966,-0.15166,-0.25881,-0.3048,-0.074683,-0.25111,-0.065298,-0.10966,-0.045549,-0.028416,-0.10966,0.024661,-0.12285,-0.15504,-0.11114,0.040958,0.085838,0.11377,0.065538,-0.033725,-0.035401,0.12346,-0.032538,-0.081744,-0.025647,0.12127
-0.39186,-0.14187,0.10926,0.35101,0.44648,0.7418,0.18744,0.47487,0.59245,1,0.046315,0.097608,0.14702,0.61584,0.38029,0.51875,-0.25022,-0.24488,-0.28979,-0.35582,0.095849,-0.012232,0.32383,0.40357,0.15954,0.50967,0.030489,0.18114,-0.17745,0.048514,-0.013229,0.089083,-0.25444,-0.28959,0.024527,-0.091263,0.0077357,0.149,0.059135,0.056009,0.037684,-0.11882,0.19703,0.26108,-0.062069,0.022374,0.074696,-0.0063541,0.17321,0.19919,0.17344,-0.096195,-0.067071,0.017809,-0.098442,-0.039774,-0.3336,-0.081157,-0.14538,0.27199,0.23048,0.47678,-0.29,-0.15576,0.21211,0.41168,-0.0031294,-0.11229,-0.15029,-0.33145,-0.037841,-0.073281,-0.16606,-0.20822,-0.12626,0.049911,-0.14135,-0.038422,-0.12833,0.070657,-0.096837,-0.014889,0.13622,0.0057964,-0.012802,0.47308,0.0096416,0.10125,0.0061785,0.36554
